211	6	39058058	39069766	11708	39058059	39069767	11708	1
212	6	39266486	39266498	12	39271688	39303259	31571	1
213	6	49681826	49796129	114303	49755228	49781672	26444	1
214	6	52568703	52656530	87827	52604261	52680164	75903	1
215	6	55784577	56223874	439297	55784578	56223911	439333	1
216	6	73920868	74104388	183520	73959754	74015946	56192	1
217	6	86360515	87793887	1433372	86431231	87793390	1362159	1
218	6	100245013	100545979	300966	100244585	100545980	301395	1
219	6	116923157	117047677	124520	117047500	117047678	178	1
220	6	123151435	123289910	138475	123151312	123197424	46112	1
221	6	154997844	155053083	55239	154997845	155103085	105240	1
222	6	160101646	160103032	1386	160051646	160103033	51387	0
223	6	166797236	167120855	323619	166810285	167120859	310574	1
224	6	167552070	167859539	307469	167552071	167568594	16523	1
225	7	6771649	7132996	361347	6721649	7040224	318575	0
226	7	12536829	12561752	24923	12532547	12561602	29055	1
227	7	19748810	19761201	12391	19748811	19761202	12391	1
228	7	22528893	22595306	66413	22594247	22602684	8437	1
229	7	22772664	22903126	130462	22772665	22851564	78899	1
230	7	23240676	23254035	13359	23250302	23282199	31897	1
231	7	33103246	33134362	31116	33169591	33184364	14773	0
232	7	36494039	36524506	30467	36495870	36524613	28743	1
233	7	43605930	43906144	300214	43605931	43906145	300214	1
234	7	55317931	56019352	701421	55317932	55861949	544017	1
235	7	56184138	66808098	10623960	66703890	66808099	104209	1
236	7	72045725	72536306	490581	72328625	72559805	231180	1
237	7	76149827	76282730	132903	76149828	76182346	32518	1
238	7	76575579	76702246	126667	76575579	76702246	126667	-5
239	7	92676514	92745197	68683	92685192	92730641	45449	1
240	7	97502117	97598308	96191	97502118	97598309	96191	1
241	7	99229367	99552841	323474	99469912	99602843	132931	0
242	7	102191754	102331617	139863	102191754	102331617	139863	-4
243	7	105210094	105210238	144	105195782	105210318	14536	1
244	7	107772185	107772206	21	107772186	107772207	21	1
245	7	112136146	112138919	2773	112136147	112138930	2783	1
246	7	149583263	149628652	45389	149583264	149628677	45413	1
247	7	149959756	150032467	72711	149959756	150032467	72711	-3
248	7	150558657	150588373	29716	150558416	150588468	30052	1
249	7	157179154	157225645	46491	157179154	157225645	46491	-3
250	8	6693649	8108776	1415127	7782560	8108777	326217	1
251	8	9640417	9744629	104212	9643081	9670273	27192	1
252	8	11737304	12579073	841769	12262712	12579074	316362	1
253	8	17958954	18227877	268923	17958658	17992143	33485	1
254	8	20177976	20206584	28608	20177938	20186585	8647	1
255	8	29151199	29190466	39267	29151200	29190467	39267	1
256	8	36677574	36716542	38968	36677574	36716542	38968	-4
257	8	42505949	42691750	185801	42494691	42547677	52986	1
258	8	43058925	48206338	5147413	43058925	48206338	5147413	-3
259	8	49865275	50767106	901831	49865073	50711945	846872	1
260	8	56535248	56650304	115056	56535249	56650305	115056	1
261	8	62695565	63094926	399361	62691632	62721426	29794	1
262	8	64018516	64075897	57381	64017908	64076044	58136	1
263	8	67315825	67336477	20652	67315829	67359182	43353	1
264	8	76107163	76197937	90774	76126494	76197938	71444	1
265	8	87035414	87057363	21949	87055272	87057364	2092	1
266	8	97246782	97247028	246	97236335	97246021	9686	1
267	8	97373828	97446632	72804	97373756	97413899	40143	1
268	9	6659223	6847129	187906	6665206	6743136	77930	1
269	9	27220407	27325073	104666	27300620	27325091	24471	1
270	9	38472099	38810965	338866	38471950	38642145	170195	1
271	9	40707569	42028291	1320722	40707569	42028291	1320722	-5
272	9	42246766	43623473	1376707	42246766	43623473	1376707	-3
273	9	43941731	45446787	1505056	43941731	45446787	1505056	-4
274	9	46098069	65585614	19487545	46098069	65585614	19487545	-3
275	9	65901647	68139917	2238270	65901647	68139917	2238270	-5
276	9	68294733	69086307	791574	68294733	69086307	791574	-4
277	9	82777364	82993521	216157	82777365	82993522	216157	1
278	9	85697078	85856924	159846	85761714	85904498	142784	1
279	9	86154717	86231955	77238	86215137	86232221	17084	1
280	9	90340399	91031851	691452	90481289	90497541	16252	1
281	9	97067712	97320957	253245	97067713	97107004	39291	1
282	9	99417669	100037894	620225	99835003	100037895	202892	1
283	9	123488942	123526077	37135	123488550	123576079	87529	0
284	X	9687806	9688235	429	9686661	9688236	1575	1
285	X	9917528	10415591	498063	9917528	10415591	498063	-3
286	X	23849592	23850309	717	23849593	23850310	717	1
287	X	37316857	37364439	47582	37316858	37370115	53257	1
288	X	47520178	48262014	741836	47926275	48263191	336916	1
289	X	51358982	52987493	1628511	51459779	52002694	542915	1
290	X	56318562	62853720	6535158	56318562	62853720	6535158	-3
291	X	114517895	114569624	51729	114565360	114568997	3637	1
292	X	114885545	115210308	324763	114885304	114960514	75210	1
